juego;orden_sorteo;temporada_o_anyo;fecha_sorteo;nombre;lugar;dia_semana;hora;bote_promocional;combinacion_ordenada;combinacion_salida;reintegro;complementario;pleno15;estrellas;caballos;primer_premio;serie;fraccion;segundo_premio;bote_real;total_premios;recaudacion;apuestas;cat_1;acertantes_1;premio_1;cat_2;acertantes_2;premio_2;cat_3;acertantes_3;premio_3;cat_4;acertantes_4;premio_4;cat_5;acertantes_5;premio_5;cat_6;acertantes_6;premio_6;cat_7;acertantes_7;premio_7;cat_8;acertantes_8;premio_8;cat_9;acertantes_9;premio_9;cat_10;acertantes_10;premio_10;cat_11;acertantes_11;premio_11;cat_12;acertantes_12;premio_12;cat_13;acertantes_13;premio_13;
Euromillions;1;2008;29/08/2008;;;Friday;00:00;0;;;;;;;;;;;;0;10.622.174;21.244.348;10.622.174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;22/08/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.375.942;18.751.884;9.375.942;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;15/08/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.071.016;16.142.032;8.071.016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;08/08/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.566.416;17.132.832;8.566.416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;01/08/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.300.988;16.601.976;8.300.988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;25/07/2008;;;Friday;00:00;0;;;;;;;;;;;;0;7.533.197;15.066.394;7.533.197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;18/07/2008;;;Friday;00:00;0;;;;;;;;;;;;0;7.883.384;15.766.768;7.883.384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;11/07/2008;;;Friday;00:00;0;;;;;;;;;;;;0;7.904.282;15.808.564;7.904.282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;04/07/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.068.580;16.137.160;8.068.580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;27/06/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.366.208;18.732.416;9.366.208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;20/06/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.036.931;18.073.862;9.036.931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;13/06/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.411.253;16.822.506;8.411.253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;06/06/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.274.121;16.548.242;8.274.121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;30/05/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.191.209;16.382.418;8.191.209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;23/05/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.054.966;16.109.932;8.054.966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;16/05/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.574.596;19.149.192;9.574.596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;09/05/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.096.261;18.192.522;9.096.261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;02/05/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.192.654;16.385.308;8.192.654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;25/04/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.310.710;16.621.420;8.310.710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;18/04/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.942.455;19.884.910;9.942.455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;11/04/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.426.696;18.853.392;9.426.696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;04/04/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.817.338;17.634.676;8.817.338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;28/03/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.368.652;16.737.304;8.368.652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;21/03/2008;;;Friday;00:00;0;;;;;;;;;;;;0;6.817.234;13.634.468;6.817.234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;14/03/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.027.491;18.054.982;9.027.491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;07/03/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.626.314;17.252.628;8.626.314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;29/02/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.943.766;17.887.532;8.943.766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;22/02/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.747.059;19.494.118;9.747.059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;15/02/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.672.575;19.345.150;9.672.575;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;08/02/2008;;;Friday;00:00;0;;;;;;;;;;;;0;19.177.910;38.355.820;19.177.910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;01/02/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.936.502;17.873.004;8.936.502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;25/01/2008;;;Friday;00:00;0;;;;;;;;;;;;0;11.887.441;23.774.882;11.887.441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;18/01/2008;;;Friday;00:00;0;;;;;;;;;;;;0;10.726.134;21.452.268;10.726.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;11/01/2008;;;Friday;00:00;0;;;;;;;;;;;;0;9.718.010;19.436.020;9.718.010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2008;04/01/2008;;;Friday;00:00;0;;;;;;;;;;;;0;8.253.012;16.506.024;8.253.012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;28/12/2007;;;Friday;00:00;0;;;;;;;;;;;;0;7.787.067;15.574.134;7.787.067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;21/12/2007;;;Friday;00:00;0;;;;;;;;;;;;0;8.381.966;16.763.932;8.381.966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;14/12/2007;;;Friday;00:00;0;;;;;;;;;;;;0;7.911.567;15.823.134;7.911.567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;07/12/2007;;;Friday;00:00;0;;;;;;;;;;;;0;8.130.543;16.261.086;8.130.543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;30/11/2007;;;Friday;00:00;0;;;;;;;;;;;;0;7.768.269;15.536.538;7.768.269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;23/11/2007;;;Friday;00:00;0;;;;;;;;;;;;0;8.045.091;16.090.182;8.045.091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;16/11/2007;;;Friday;00:00;0;;;;;;;;;;;;0;7.937.840;15.875.680;7.937.840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;09/11/2007;;;Friday;00:00;0;;;;;;;;;;;;0;7.991.106;15.982.212;7.991.106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;02/11/2007;;;Friday;00:00;0;;;;;;;;;;;;0;8.837.395;17.674.790;8.837.395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;26/10/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.697.120;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;19/10/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.984.546;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;12/10/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.125.348;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;05/10/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.495.192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;28/09/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;34.830.000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;21/09/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.590.352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;14/09/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.708.192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;07/09/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.966.562;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;31/08/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.843.714;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;24/08/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.912.888;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;17/08/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.817.184;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;10/08/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.693.566;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;03/08/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.041.452;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;27/07/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.477.294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;20/07/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.935.444;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;13/07/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.585.608;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;06/07/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.320.308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;29/06/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.282.430;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;22/06/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.798.640;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;15/06/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.540.588;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;08/06/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.291.406;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;01/06/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.547.590;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;25/05/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.616.746;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;18/05/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.590.016;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;11/05/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.498.102;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;04/05/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.915.898;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;27/04/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.319.430;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;20/04/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.888.746;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;13/04/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.972.526;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;06/04/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.240.748;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;30/03/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.981.002;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;23/03/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.151.386;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;16/03/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.640.474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;09/03/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.066.804;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;02/03/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.875.690;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;23/02/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.238.678;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;16/02/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.715.782;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;09/02/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;26.667.526;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;02/02/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.821.248;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;26/01/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.940.578;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;19/01/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.565.478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;12/01/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.262.594;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2007;05/01/2007;;;Friday;00:00;0;;;;;;;;;;;;0;0;18.060.822;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;29/12/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.757.308;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;22/12/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.149.290;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;15/12/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.666.112;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;08/12/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.419.766;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;01/12/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.343.836;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;24/11/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;18.143.350;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;17/11/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;36.592.064;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;10/11/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;26.550.244;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;03/11/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;24.719.390;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;27/10/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;23.726.126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;20/10/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;21.997.104;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;13/10/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;18.754.854;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;06/10/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.414.428;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;29/09/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.584.358;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;22/09/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.768.084;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;15/09/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.971.178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;08/09/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.196.358;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;01/09/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.723.868;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;25/08/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.526.464;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;18/08/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.505.462;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;11/08/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.482.540;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;04/08/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.256.158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;28/07/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.946.230;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;21/07/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.518.062;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;14/07/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.170.048;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;07/07/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.742.474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;30/06/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.717.754;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;23/06/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.692.092;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;16/06/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.082.868;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;09/06/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.546.776;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;02/06/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.211.568;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;26/05/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.495.566;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;19/05/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.472.352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;12/05/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.132.572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;05/05/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.382.582;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;28/04/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.482.134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;21/04/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;13.683.140;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;14/04/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;12.232.148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;07/04/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.427.424;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;31/03/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.090.640;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;24/03/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.565.294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;17/03/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.537.282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;10/03/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.077.252;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;03/03/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;15.348.060;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;24/02/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.934.572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;17/02/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.462.572;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;10/02/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.366.472;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;03/02/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;31.658.988;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;27/01/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;25.775.560;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;20/01/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;24.559.416;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;13/01/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;22.342.486;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2006;06/01/2006;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.469.512;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;30/12/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;17.569.990;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;23/12/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;16.254.778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Euromillions;1;2005;16/12/2005;;;Friday;00:00;0;;;;;;;;;;;;0;0;14.449.660;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
